0	207119326	210487110.56	1596707.5074747805
1	205876436	209196790.4	1323335.2280409525
2	204814648	208007034.9	1161589.6020828914
3	205106347	207071634.24	1075171.1459680002
4	203866965	206007028.16	1108664.517659844
5	203388654	205008965.96	985973.4001578331
6	202974445	204366433.6	795721.0128920312
7	202181294	203758348.16	714256.0785556497
8	201717546	203303247.86	759676.4283451214
9	201252651	202961212.28	868657.4981042192
10	200568684	202482062.2	820856.6172981978
11	200415772	201875058.2	752743.4721625156
12	200415772	201526563.2	619612.4639861597
13	200020797	201338022.04	784648.3041459266
14	199681606	200897359.26	705061.5301223521
15	199586741	200694117.8	847518.6570036792
16	199462900	200251285.86	656200.7403667878
17	198817311	200236359.18	822035.33702932
18	198817311	200000036.92	768670.7449867424
19	198633078	199875063.18	874765.313751104
20	198201980	199549265.84	583904.2591031293
21	198191949	199375476.26	539794.0269339337
22	197984712	199129008.34	706852.7708720568
23	197680562	198816308.78	679367.532697502
24	197680562	198768530.22	846164.0053961239
25	197680562	198425125.1	516111.55531672604
26	197691609	198397405.14	520801.85145631
27	197655601	198324343.82	663629.8431991343
28	197308421	198106261.88	599578.0309131627
29	197342050	198243261.52	839699.9517882859
30	197342050	197968719.7	683134.6574929206
31	196868612	197847626.78	565907.600893619
32	197037926	197783194.32	650331.989169207
33	196713328	197586092.38	576704.8987603587
34	196713328	197569658.92	565401.3172304373
35	196622788	197579218.52	738053.7663125428
36	196335210	197470483.24	849591.1075171058
37	195719441	197007837.66	527467.8456872081
38	195511729	196872589.98	696771.9760505151
39	195675784	196749902.24	630479.5216488339
40	195386142	196529003.7	745047.1306189495
41	195084334	196566018.06	1077822.311693099
42	195140508	196233587.44	844816.2597797739
43	195143988	195788660.68	673207.5683324852
44	195143988	195711198.14	611162.1937873451
45	195016109	195595875.44	723306.8286567786
46	194955028	195488129.06	745060.0519823193
47	194352908	195406408.58	599403.798334715
48	194630682	195379085.38	712285.8663701502
49	194837901	195443426.74	761916.1873529085
50	194837901	195298147.96	649102.4923063525
51	194837901	195250868.46	733680.0592778357
52	194836829	195160567.36	513743.7639763916
53	194690153	195175017.84	684375.6508412426
54	194690153	195058902.86	469078.4502444771
55	194690153	195165577.62	834295.3753912552
56	194674611	195045035.36	580204.8722990444
57	194612231	194980883.76	548044.2677799872
58	194612231	194843424.92	467887.7160470807
59	194608751	195368893.72	986077.6905703533
60	194608751	195125795.2	739866.2675898665
61	194608751	195083960.62	695973.9820691544
62	194495520	194850412.64	603496.5351368559
63	194580311	194932863.04	626233.8801383381
64	194512599	194888586.92	556700.9654994265
65	194503246	194969341.64	780093.1311863414
66	194200203	194793901.46	531554.8060094353
67	193999515	194795778.24	554955.6719597183
68	193999515	194753386.14	697051.0331768546
69	193994869	194403966.66	569415.2017624262
70	193994869	194496802.86	854757.4227694313
71	193994869	194169054.8	408485.4263730837
72	193718947	194403627.0	771694.4894787574
73	193994869	194395707.18	777935.7870530881
74	193994869	194205419.48	613367.2101107864
75	193994869	194352560.96	802261.5802238809
76	193974843	194316779.12	750296.7778459305
77	193994869	194220671.34	597414.8920667984
78	193994869	194283862.6	773304.6677931021
79	193994869	194316322.1	844138.3366057544
80	193994869	194319995.84	716168.4226813791
81	193994869	194428980.9	931232.6181113342
82	193597844	194324495.14	736904.2368968171
83	193994869	194321310.68	749319.8847121419
84	193994869	194269670.8	600563.7104751501
85	193994869	194253857.62	613351.8315102317
86	193994869	194650876.26	1041329.9597901293
87	193994869	194383200.2	716408.4692406422
88	193994869	194357379.94	851596.1149789356
89	193994869	194301440.08	690376.6398354406
90	193994869	194289665.26	727521.9540525994
91	193994869	194409461.06	971582.3642026529
92	193994869	194203193.76	537187.3191398159
93	193994869	194238536.24	581217.7340182442
94	193994869	194290028.76	598100.4627590104
95	193994869	194261607.28	648572.9987883565
96	193994869	194287022.28	713848.5418539157
97	193994869	194258771.2	697311.288532575
98	193994869	194327695.9	732478.9817800167
99	193994869	194402957.8	769446.9731168743
