0	286050679	289803673.92	1934635.457176714
1	285021866	287965789.9	1271989.7802346095
2	284122146	287085043.48	1138144.3509792287
3	284122146	286076373.82	923161.9576116358
4	282900835	285068179.4	839544.2554471325
5	282788777	284529245.4	879155.9663077536
6	282495513	284044698.56	695668.1725678173
7	282351568	283573905.82	523063.6581260713
8	281469332	283320570.6	632541.3859992088
9	281469332	282860447.84	628600.5561411909
10	281167141	282307076.16	567228.864053139
11	280888966	281933212.28	497019.79418027366
12	280476864	281720306.76	682390.2891898612
13	280472052	281389351.42	676269.7464052961
14	280234192	281029363.64	570645.4977917818
15	279849882	280626683.08	359195.446385326
16	279622827	280425112.32	534019.2896738258
17	279578412	280297173.24	562317.5409038049
18	279362202	280079725.32	496516.04087539564
19	279223272	279978244.14	537796.2101687222
20	278913868	279790310.16	463061.0286896689
21	279082952	279735318.74	468470.2165031545
22	278834527	279577704.96	475733.59621859627
23	278856512	279557249.88	508558.8038221594
24	278458922	279410126.52	586843.2536532474
25	278161664	279190146.78	632816.0392770807
26	278161664	279079687.9	583726.295085505
27	278161664	278894412.4	670355.3067047057
28	277938792	278716637.84	561609.938422972
29	277882893	278499730.74	471843.00594866555
30	277795368	278400674.9	524128.4559908668
31	277748859	278276733.56	576682.9581685646
32	277672723	278156484.18	463908.4126106656
33	277524046	277979031.82	367538.1738532034
34	277449328	277923318.58	487377.8622457565
35	277449328	277935648.64	544315.1322881539
36	277379502	277897383.68	599433.2926618754
37	277341258	277853433.24	582392.9543129299
38	277303090	277606912.44	317063.2227173729
39	277334362	277727664.8	535169.1831535519
40	277334362	277808816.66	736649.375847984
41	277264536	277553266.66	425907.6978908275
42	277258371	277610018.58	579963.4809038613
43	277188545	277597129.86	603304.8719113085
44	277184695	277650289.34	713268.909951909
45	277184695	277616442.28	648294.6536080347
46	276993096	277420355.5	414597.7745992976
47	276993096	277427601.54	505341.0237484469
48	276942836	277401416.36	503186.5521649703
49	276935472	277298891.32	403297.8788094696
50	276935472	277318120.56	441825.31720181723
51	276935472	277247734.54	410895.7360891549
52	276897472	277195153.06	457932.13988338533
53	276793631	277143393.3	513559.1453154447
54	276717387	277248761.7	619269.7985137092
55	276793631	277243746.32	720100.1037972829
56	276784450	277102261.36	481611.75537338207
57	276763064	277085796.9	518507.9311445197
58	276741223	277164965.54	576187.1670221824
59	276669893	276951475.94	349271.89898286463
60	276565503	277109923.72	582729.5985221633
61	276489259	277005495.26	523580.84992133966
62	276465806	276952121.36	585881.7930543928
63	276460509	276837387.16	467753.9675119115
64	276337841	276943729.44	666332.9628122012
65	276330477	276781449.06	565763.4253230377
66	276326057	276636689.48	538922.5939486019
67	276326057	276567715.18	452641.9542738251
68	276326057	276747834.0	737519.6570890568
69	276319629	276569819.12	495562.68458553817
70	276319629	276525406.5	486020.12716159195
71	276285869	276594066.24	468771.25273743307
72	276285869	276607642.3	641819.0644334975
73	276285869	276592119.02	629306.7142707279
74	276285869	276540105.6	493247.10832798603
75	276285869	276581386.18	570029.1598360452
76	276285869	276441824.84	384509.31135915866
77	276285869	276507702.82	473886.80200021144
78	276285869	276461861.62	510480.85845296446
79	276285869	276469972.08	485251.75914623286
80	276285869	276494260.48	511929.47889385076
81	276285869	276530107.02	710032.3985088706
82	276285869	276463543.96	528325.1125611183
83	276285869	276593990.6	586388.8129662776
84	276183473	276505667.82	469845.3559586043
85	276233337	276506117.08	449839.9954389489
86	276230957	276466833.26	453065.2223957522
87	276230957	276585139.56	740486.4185398179
88	276209445	276382278.18	350763.94381445134
89	276154533	276463690.6	476226.4466747726
90	276186341	276547150.06	585363.618732815
91	276154533	276451866.86	484622.3587722304
92	276154533	276548774.56	577289.2122379964
93	276154533	276517718.46	595050.7210026457
94	276107685	276452031.96	553977.3118073324
95	276107685	276449814.82	489178.74890365754
96	276107685	276471507.76	597984.0354379892
97	276107685	276298086.12	392357.8210061138
98	276107685	276264081.04	376625.09848877357
99	276107685	276452037.02	608387.4974100468
